,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
40148,Procurement,region_27,Bachelor's,m,sourcing,1,35,1.0,3,0,0,69,0
40149,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,34,4.0,6,1,0,92,1
40150,Legal,region_22,Bachelor's,f,other,1,31,3.0,7,0,0,60,0
40151,Sales & Marketing,region_4,Master's & above,f,other,1,42,4.0,12,0,0,52,0
40152,Analytics,region_13,Bachelor's,m,other,1,49,3.0,4,0,0,86,0
40153,Sales & Marketing,region_2,Bachelor's,m,other,1,33,2.0,7,0,0,45,0
40154,Operations,region_31,Bachelor's,m,sourcing,1,33,4.0,5,1,1,66,1
40155,Analytics,region_27,Bachelor's,m,other,1,28,1.0,1,1,0,83,0
40156,Sales & Marketing,region_4,Bachelor's,m,other,3,27,5.0,4,1,0,46,0
40157,Operations,region_13,Bachelor's,f,sourcing,1,38,4.0,2,1,0,58,0
40158,Procurement,region_15,Bachelor's,f,sourcing,2,29,2.0,5,1,0,72,0
40159,Procurement,region_8,Master's & above,f,sourcing,1,34,4.0,2,0,0,67,0
40160,Sales & Marketing,region_1,Master's & above,m,sourcing,1,45,5.0,14,0,0,52,0
40161,Sales & Marketing,region_10,Master's & above,m,other,1,38,4.0,9,0,0,49,0
40162,Technology,region_15,Bachelor's,m,sourcing,1,33,5.0,10,1,0,79,1
40163,Procurement,region_7,Bachelor's,f,sourcing,1,26,3.0,3,0,0,72,0
40164,Sales & Marketing,region_7,Master's & above,f,other,1,44,5.0,6,1,0,47,0
40165,Sales & Marketing,region_15,Bachelor's,m,other,1,26,4.0,5,0,0,48,0
40166,Sales & Marketing,region_13,Master's & above,m,sourcing,1,41,5.0,5,1,0,50,0
40167,Analytics,region_7,Bachelor's,m,other,1,38,4.0,10,0,0,84,0
40168,Legal,region_26,Bachelor's,m,other,1,35,4.0,9,0,0,59,0
40169,Analytics,region_22,Bachelor's,m,other,2,34,1.0,3,0,0,85,0
40170,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,37,5.0,7,1,0,51,0
40171,Technology,region_7,Master's & above,f,other,1,42,4.0,12,0,0,82,0
40172,Operations,region_32,Bachelor's,m,other,1,40,4.0,15,1,0,61,0
40173,Finance,region_2,Bachelor's,f,other,2,29,4.0,4,0,0,61,0
40174,Sales & Marketing,region_13,Master's & above,m,sourcing,1,47,3.0,13,1,0,45,0
40175,Procurement,region_5,Bachelor's,f,other,1,29,3.0,6,0,0,72,0
40176,HR,region_2,Bachelor's,f,sourcing,1,29,3.0,3,1,0,49,0
40177,Finance,region_2,Below Secondary,f,sourcing,1,25,3.0,2,0,0,58,0
40178,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,56,1.0,13,0,0,50,0
40179,Analytics,region_22,Bachelor's,m,sourcing,1,27,5.0,3,1,0,84,0
40180,Procurement,region_7,Bachelor's,f,sourcing,1,47,5.0,16,1,0,68,0
40181,Analytics,region_23,Bachelor's,m,other,1,35,5.0,7,1,0,81,0
40182,Operations,region_16,Master's & above,m,sourcing,1,47,3.0,15,1,0,60,0
40183,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,32,4.0,4,0,0,47,0
40184,HR,region_2,Master's & above,f,sourcing,1,50,4.0,14,1,0,44,0
40185,Operations,region_15,Bachelor's,m,other,1,27,1.0,5,1,1,55,0
40186,Operations,region_7,Bachelor's,m,other,1,48,5.0,5,0,0,54,0
40187,Sales & Marketing,region_7,Master's & above,m,sourcing,1,45,3.0,6,0,0,49,0
40188,Procurement,region_14,Bachelor's,m,other,1,34,3.0,4,0,0,69,0
40189,Operations,region_20,Master's & above,m,sourcing,1,42,1.0,6,0,0,65,0
40190,Technology,region_5,Master's & above,m,other,1,37,3.0,9,0,0,85,0
40191,R&D,region_26,Master's & above,m,sourcing,1,35,1.0,9,0,0,82,0
40192,Analytics,region_22,Bachelor's,m,other,2,27,5.0,3,0,0,86,0
40193,Technology,region_24,Master's & above,f,sourcing,2,38,5.0,9,1,0,77,0
40194,Technology,region_5,Bachelor's,f,sourcing,1,28,1.0,1,0,0,81,0
40195,Sales & Marketing,region_28,Master's & above,m,sourcing,1,42,5.0,11,1,0,48,1
40196,Analytics,region_27,Bachelor's,m,sourcing,1,36,2.0,9,0,0,82,0
40197,Operations,region_32,Bachelor's,m,other,1,27,3.0,3,0,0,62,0
40198,R&D,region_7,Bachelor's,m,other,1,29,3.0,3,0,0,85,1
40199,Sales & Marketing,region_13,Bachelor's,f,other,1,36,5.0,9,1,0,50,0
40200,Procurement,region_17,Master's & above,f,other,1,49,4.0,9,1,0,69,0
40201,Operations,region_22,Bachelor's,m,referred,1,34,5.0,7,0,0,60,0
40202,Operations,region_11,Bachelor's,m,other,1,40,3.0,9,0,0,60,0
40203,Sales & Marketing,region_31,Bachelor's,m,other,1,32,4.0,2,0,0,48,0
40204,Technology,region_31,Master's & above,f,other,1,35,5.0,10,0,0,89,1
40205,Operations,region_27,Bachelor's,f,sourcing,1,37,3.0,3,0,0,62,0
40206,Procurement,region_5,Bachelor's,m,other,1,28,3.0,3,0,0,70,0
40207,Operations,region_10,Master's & above,f,other,1,33,5.0,8,1,0,60,1
40208,Operations,region_19,Master's & above,f,sourcing,1,38,1.0,4,0,0,59,0
40209,Operations,region_13,Bachelor's,m,sourcing,1,43,4.0,12,1,0,62,0
40210,Sales & Marketing,region_5,Bachelor's,f,other,2,26,1.0,3,0,0,48,0
40211,Procurement,region_5,Bachelor's,f,other,1,26,3.0,4,0,0,65,0
40212,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,38,5.0,9,0,0,56,0
40213,Operations,region_6,Master's & above,m,other,1,33,5.0,7,1,0,59,0
40214,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,31,4.0,6,0,0,51,0
40215,HR,region_26,Bachelor's,f,sourcing,1,33,3.0,4,0,0,50,0
40216,Technology,region_22,Master's & above,m,other,1,34,1.0,5,0,0,80,0
40217,Sales & Marketing,region_29,Bachelor's,m,other,1,30,5.0,6,0,0,49,0
40218,Sales & Marketing,region_16,Master's & above,m,other,2,41,3.0,11,0,0,48,0
40219,Legal,region_24,Bachelor's,m,sourcing,1,33,4.0,7,1,0,59,0
40220,Sales & Marketing,region_2,Master's & above,m,other,1,41,2.0,7,0,0,49,0
40221,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,43,4.0,13,0,0,45,0
40222,Analytics,region_27,Bachelor's,m,sourcing,1,29,3.0,3,0,0,84,0
40223,Operations,region_2,Bachelor's,m,other,2,29,3.0,3,0,0,61,0
40224,Technology,region_2,Bachelor's,f,sourcing,1,39,3.0,7,0,0,78,0
40225,Procurement,region_15,Master's & above,f,other,1,37,5.0,3,1,0,71,0
40226,Procurement,region_27,Bachelor's,m,other,1,35,3.0,4,0,0,68,0
40227,Procurement,region_2,Below Secondary,m,sourcing,1,21,3.0,2,1,0,67,0
40228,Analytics,region_2,Bachelor's,m,other,2,36,1.0,5,0,0,88,0
40229,R&D,region_7,Master's & above,f,other,1,38,3.0,3,0,0,82,0
40230,Finance,region_2,Bachelor's,m,sourcing,3,51,5.0,3,0,0,61,0
40231,HR,region_25,Bachelor's,f,sourcing,1,30,5.0,3,1,0,47,0
40232,Technology,region_4,Bachelor's,m,other,1,31,5.0,5,1,0,79,1
40233,Technology,region_5,Bachelor's,f,other,1,38,3.0,11,0,0,75,0
40234,HR,region_2,Bachelor's,f,sourcing,1,29,2.0,3,0,0,51,0
40235,HR,region_22,Bachelor's,m,sourcing,1,23,5.0,2,1,0,47,0
40236,Technology,region_22,Master's & above,m,other,3,31,1.0,5,0,0,78,0
40237,Operations,region_16,Bachelor's,f,other,1,36,2.0,7,1,0,60,0
40238,Sales & Marketing,region_9,Bachelor's,m,other,1,28,1.0,1,0,0,45,0
40239,Sales & Marketing,region_16,Master's & above,m,other,1,37,4.0,5,0,0,45,0
40240,Operations,region_22,Bachelor's,f,sourcing,1,40,3.0,7,0,0,59,0
40241,Analytics,region_22,Bachelor's,f,other,1,26,3.0,4,0,0,84,0
40242,Operations,region_30,Master's & above,f,sourcing,1,44,5.0,6,1,0,59,0
40243,Procurement,region_13,Bachelor's,m,sourcing,1,37,3.0,3,0,0,72,0
40244,Operations,region_2,Bachelor's,m,other,1,32,4.0,5,1,0,59,0
40245,Sales & Marketing,region_23,Master's & above,f,other,1,36,4.0,10,1,0,49,0
40246,Procurement,region_11,Master's & above,m,sourcing,1,39,5.0,3,1,0,69,0
40247,Sales & Marketing,region_10,Master's & above,m,other,2,31,1.0,5,0,0,49,0
40248,Sales & Marketing,region_24,Bachelor's,m,other,1,27,2.0,2,0,0,51,0
40249,Sales & Marketing,region_22,Bachelor's,m,referred,1,27,3.0,5,0,0,51,0
40250,Operations,region_22,Bachelor's,m,sourcing,1,25,1.0,1,0,0,61,0
40251,Sales & Marketing,region_10,Bachelor's,m,other,1,29,4.0,5,0,0,49,0
40252,Sales & Marketing,region_7,Master's & above,m,other,1,32,4.0,3,0,0,47,0
40253,Sales & Marketing,region_28,Bachelor's,m,other,1,35,5.0,10,1,0,51,0
40254,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,51,4.0,5,0,0,47,0
40255,Technology,region_7,Master's & above,f,sourcing,1,33,1.0,9,0,0,78,0
40256,Sales & Marketing,region_7,Master's & above,f,sourcing,1,36,2.0,10,0,0,47,0
40257,Procurement,region_13,Master's & above,m,sourcing,1,53,3.0,8,0,0,67,0
40258,Sales & Marketing,region_14,Bachelor's,m,other,1,45,3.0,14,0,0,54,0
40259,Technology,region_2,Below Secondary,m,other,1,30,3.0,4,0,0,78,0
40260,Operations,region_15,Bachelor's,m,other,1,30,5.0,2,1,0,53,0
40261,Finance,region_22,Bachelor's,m,other,2,29,1.0,1,1,0,59,0
40262,Sales & Marketing,region_11,Bachelor's,m,other,1,40,5.0,11,0,0,50,0
40263,Sales & Marketing,region_2,Bachelor's,m,other,1,44,3.0,7,1,0,52,1
40264,Sales & Marketing,region_4,Master's & above,m,sourcing,2,35,4.0,9,0,0,58,0
40265,R&D,region_15,Bachelor's,m,other,1,32,2.0,6,0,0,82,0
40266,Operations,region_12,Bachelor's,f,sourcing,1,33,3.0,3,0,0,61,0
40267,Operations,region_13,Bachelor's,f,sourcing,1,39,4.0,7,1,0,62,0
40268,Technology,region_12,Bachelor's,m,other,1,27,4.0,4,1,0,83,0
40269,Legal,region_22,Bachelor's,m,sourcing,1,27,1.0,1,1,0,62,0
40270,Procurement,region_2,Master's & above,m,other,1,36,4.0,2,1,0,74,0
40271,Operations,region_15,Master's & above,f,sourcing,1,33,2.0,7,0,1,73,1
40272,Sales & Marketing,region_2,Bachelor's,m,referred,1,28,3.0,3,0,0,56,0
40273,Technology,region_3,Master's & above,m,other,1,34,5.0,9,1,0,80,0
40274,Sales & Marketing,region_33,Bachelor's,m,other,1,32,5.0,2,0,0,46,0
40275,Operations,region_2,Bachelor's,m,other,2,34,5.0,4,1,0,60,0
40276,Technology,region_8,Bachelor's,f,other,1,31,2.0,7,0,0,79,0
40277,Operations,region_26,Bachelor's,f,other,1,39,3.0,14,0,0,54,0
40278,Analytics,region_31,Master's & above,m,sourcing,1,30,3.0,6,0,0,84,0
40279,R&D,region_22,Master's & above,m,sourcing,2,26,4.0,3,1,0,83,0
40280,Operations,region_22,Bachelor's,m,sourcing,1,49,5.0,23,0,0,57,0
40281,Operations,region_2,Master's & above,f,other,1,43,5.0,3,0,0,60,0
40282,Technology,region_25,Bachelor's,m,other,1,28,2.0,3,0,0,81,0
40283,Finance,region_2,Bachelor's,f,other,1,42,3.0,12,0,0,64,0
40284,Sales & Marketing,region_2,Bachelor's,m,other,1,59,1.0,18,0,0,49,0
40285,Analytics,region_29,Bachelor's,f,other,1,32,2.0,4,0,0,84,0
40286,Operations,region_17,Bachelor's,f,other,1,26,4.0,2,0,0,59,0
40287,Procurement,region_22,Master's & above,f,sourcing,2,35,3.0,2,0,0,73,0
40288,Procurement,region_13,Bachelor's,f,sourcing,1,38,3.0,9,0,0,72,0
40289,HR,region_31,Master's & above,m,other,1,32,4.0,5,1,0,45,0
40290,Technology,region_23,Bachelor's,m,other,1,36,3.0,3,0,0,78,0
40291,Operations,region_22,Bachelor's,f,sourcing,1,38,1.0,9,0,0,57,0
40292,Legal,region_22,Bachelor's,f,sourcing,1,32,3.0,3,0,0,57,0
40293,Operations,region_27,Bachelor's,m,other,1,27,4.0,3,1,0,56,0
40294,Technology,region_5,Bachelor's,m,other,3,31,4.0,7,0,0,90,1
40295,Procurement,region_2,Master's & above,f,sourcing,1,40,4.0,5,0,0,68,0
40296,Technology,region_5,Bachelor's,f,sourcing,2,32,3.0,2,0,0,84,0
40297,Operations,region_26,Bachelor's,f,other,1,37,5.0,7,0,0,60,0
40298,Procurement,region_2,Bachelor's,f,other,1,31,4.0,3,0,0,70,0
40299,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,27,1.0,4,0,0,51,0
40300,Sales & Marketing,region_32,Bachelor's,m,other,1,26,1.0,5,0,0,53,0
40301,Analytics,region_31,Bachelor's,m,other,2,26,4.0,3,0,0,84,0
40302,Finance,region_2,Bachelor's,f,sourcing,3,33,3.0,7,0,0,63,0
40303,HR,region_2,Bachelor's,f,sourcing,1,36,3.0,8,0,0,48,0
40304,Technology,region_25,Bachelor's,f,other,1,27,1.0,1,1,0,80,0
40305,Technology,region_2,Master's & above,m,sourcing,1,50,4.0,16,0,0,83,0
40306,Procurement,region_16,Bachelor's,m,sourcing,1,32,3.0,5,0,0,71,0
40307,Analytics,region_22,Bachelor's,m,sourcing,3,28,1.0,2,0,0,98,1
40308,Sales & Marketing,region_27,Bachelor's,m,other,1,33,1.0,9,0,0,45,0
40309,Operations,region_15,Bachelor's,m,other,1,29,5.0,3,0,0,56,0
40310,Sales & Marketing,region_34,Bachelor's,f,other,1,26,1.0,1,0,0,50,0
40311,Operations,region_16,Bachelor's,f,other,1,25,1.0,1,1,0,62,0
40312,Sales & Marketing,region_2,Bachelor's,f,other,1,46,1.0,17,0,0,51,0
40313,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,38,5.0,10,1,0,52,0
40314,Operations,region_8,Bachelor's,m,other,1,28,4.0,1,0,0,57,0
40315,Analytics,region_7,Master's & above,m,sourcing,1,43,5.0,12,0,0,86,0
40316,Sales & Marketing,region_28,Master's & above,m,other,1,29,3.0,2,0,0,48,0
40317,Finance,region_2,Below Secondary,m,other,1,25,3.0,2,0,0,60,0
40318,Procurement,region_26,Bachelor's,m,other,2,34,2.0,3,0,0,69,0
40319,Sales & Marketing,region_15,Bachelor's,m,other,2,29,5.0,6,0,0,50,0
40320,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,27,3.0,3,0,0,52,0
40321,Sales & Marketing,region_10,Bachelor's,m,other,1,26,5.0,2,0,0,51,0
40322,Operations,region_11,Master's & above,m,other,1,41,3.0,6,0,0,62,0
40323,Sales & Marketing,region_27,Bachelor's,f,sourcing,1,28,5.0,4,1,0,52,0
40324,Sales & Marketing,region_2,Master's & above,m,other,1,47,5.0,7,0,0,49,0
40325,Operations,region_34,Bachelor's,m,sourcing,1,41,5.0,5,1,0,56,0
40326,Finance,region_26,Bachelor's,f,other,1,27,1.0,1,1,0,59,0
40327,Technology,region_2,Bachelor's,m,other,2,60,4.0,29,0,0,77,0
40328,Sales & Marketing,region_7,Bachelor's,m,other,1,24,3.0,2,0,0,52,0
40329,Operations,region_19,Master's & above,m,other,1,53,3.0,4,1,0,56,0
40330,Technology,region_22,Bachelor's,m,other,1,27,1.0,1,0,0,76,0
40331,Technology,region_10,Bachelor's,m,sourcing,1,28,3.0,4,0,0,81,0
40332,Sales & Marketing,region_11,Master's & above,m,other,1,43,4.0,7,0,0,46,0
40333,Analytics,region_2,Bachelor's,m,other,2,32,4.0,5,0,0,82,0
40334,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,1.0,1,1,0,53,1
40335,Technology,region_24,Bachelor's,m,other,1,27,3.0,3,0,0,78,0
40336,Operations,region_2,Master's & above,f,other,1,54,4.0,13,1,0,58,0
40337,Procurement,region_7,Master's & above,f,other,1,59,3.0,7,1,0,69,0
40338,Sales & Marketing,region_23,Bachelor's,m,other,1,25,5.0,3,1,0,47,0
40339,Finance,region_2,Bachelor's,m,other,3,46,3.0,7,0,0,59,0
40340,Operations,region_7,Bachelor's,m,other,1,43,3.0,14,0,0,58,0
40341,Analytics,region_15,Bachelor's,m,other,1,29,4.0,1,1,0,87,0
40342,Technology,region_7,Master's & above,f,other,1,36,3.0,5,0,0,77,0
40343,Sales & Marketing,region_2,Bachelor's,f,other,2,30,1.0,1,0,0,49,0
40344,Operations,region_16,Bachelor's,m,other,1,30,4.0,7,0,0,58,0
40345,Operations,region_19,Bachelor's,m,other,1,42,5.0,6,1,0,56,0
40346,Operations,region_2,Bachelor's,f,sourcing,1,40,5.0,5,0,0,61,0
40347,Operations,region_2,Master's & above,f,referred,1,43,5.0,7,1,0,64,0
40348,Operations,region_27,Master's & above,f,sourcing,1,36,4.0,8,0,0,63,0
40349,Operations,region_26,Master's & above,f,other,1,34,2.0,5,0,0,59,0
40350,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,28,5.0,2,0,0,47,0
40351,Finance,region_31,Bachelor's,m,other,1,31,3.0,7,0,0,60,0
40352,Sales & Marketing,region_31,Master's & above,f,other,1,32,1.0,5,0,0,53,0
40353,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,35,2.0,4,0,0,45,0
40354,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,38,3.0,8,0,0,45,0
40355,Operations,region_22,Bachelor's,f,other,1,41,3.0,7,0,0,58,0
40356,Technology,region_11,Bachelor's,m,other,1,31,1.0,3,0,0,83,0
40357,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,25,4.0,2,0,0,52,0
40358,Operations,region_22,Bachelor's,m,sourcing,1,26,3.0,3,0,0,59,0
40359,Technology,region_2,Master's & above,f,other,1,49,2.0,4,0,0,80,0
40360,Sales & Marketing,region_2,Bachelor's,m,other,1,45,5.0,8,1,0,54,0
40361,Technology,region_2,Bachelor's,f,sourcing,1,46,1.0,6,0,0,77,0
40362,R&D,region_22,Bachelor's,f,sourcing,1,33,3.0,4,0,0,82,0
40363,Technology,region_13,Master's & above,f,sourcing,1,37,3.0,9,0,0,82,0
40364,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,26,5.0,5,1,0,52,0
40365,Operations,region_7,Bachelor's,m,sourcing,1,28,3.0,2,0,0,53,0
40366,Procurement,region_21,Bachelor's,m,other,1,30,3.0,6,0,0,70,0
40367,Technology,region_26,Master's & above,f,sourcing,2,43,1.0,12,0,0,80,0
40368,Sales & Marketing,region_2,Master's & above,m,sourcing,2,52,3.0,8,0,0,49,0
40369,Procurement,region_2,Bachelor's,f,other,2,29,1.0,3,0,0,75,0
40370,Technology,region_7,Bachelor's,m,other,2,31,1.0,1,0,0,79,0
40371,Operations,region_14,Bachelor's,f,other,1,33,3.0,4,0,0,59,0
40372,R&D,region_26,Bachelor's,m,other,1,31,5.0,6,1,0,87,0
40373,Sales & Marketing,region_28,Bachelor's,m,other,1,36,3.0,3,1,0,46,1
40374,Operations,region_13,Bachelor's,m,sourcing,1,30,4.0,3,1,0,64,0
40375,Operations,region_2,Bachelor's,f,other,1,50,5.0,9,0,0,57,0
40376,Procurement,region_15,Bachelor's,m,sourcing,1,48,3.0,4,1,0,68,0
40377,Operations,region_15,Master's & above,m,sourcing,2,43,4.0,15,0,0,59,0
40378,Sales & Marketing,region_16,Bachelor's,m,other,1,45,5.0,6,0,0,52,0
40379,Operations,region_29,Master's & above,m,other,1,46,1.0,19,1,0,59,1
40380,Operations,region_27,Bachelor's,m,sourcing,1,37,1.0,3,0,0,62,0
40381,Procurement,region_13,Bachelor's,f,other,1,37,1.0,6,0,0,65,0
40382,Technology,region_2,Master's & above,f,other,1,36,3.0,3,0,0,76,0
40383,Analytics,region_2,Master's & above,m,other,1,47,3.0,18,0,0,86,0
40384,Sales & Marketing,region_29,Master's & above,m,sourcing,1,32,4.0,5,1,0,52,0
40385,Finance,region_2,Bachelor's,m,sourcing,1,37,4.0,5,1,0,62,0
40386,Operations,region_2,Master's & above,f,sourcing,1,51,3.0,9,1,0,56,0
40387,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,50,3.0,5,1,0,52,0
40388,Procurement,region_13,Bachelor's,m,sourcing,1,25,4.0,6,0,0,76,0
40389,Sales & Marketing,region_4,Bachelor's,m,other,1,37,5.0,5,1,0,48,0
40390,Sales & Marketing,region_13,Bachelor's,m,other,1,28,5.0,4,1,0,48,0
40391,Sales & Marketing,region_4,Master's & above,m,sourcing,1,57,1.0,5,1,0,48,0
40392,Sales & Marketing,region_28,Master's & above,f,sourcing,1,34,4.0,4,1,1,53,0
40393,Operations,region_13,Bachelor's,f,sourcing,1,31,5.0,10,1,0,58,0
40394,Sales & Marketing,region_13,Bachelor's,f,other,1,32,5.0,4,1,0,53,0
40395,Operations,region_22,Bachelor's,m,sourcing,1,30,4.0,4,1,0,56,0
40396,Sales & Marketing,region_4,Master's & above,f,other,1,39,5.0,11,0,0,43,0
40397,Operations,region_31,Bachelor's,f,sourcing,1,34,1.0,5,0,0,61,0
40398,Sales & Marketing,region_3,Bachelor's,m,sourcing,2,38,3.0,7,1,0,50,0
40399,Sales & Marketing,region_3,Bachelor's,m,other,1,35,3.0,4,0,0,51,0
40400,Procurement,region_15,Bachelor's,m,other,1,50,3.0,16,0,0,70,0
40401,Operations,region_32,Bachelor's,m,sourcing,2,37,3.0,8,0,0,62,0
40402,Operations,region_11,Bachelor's,m,sourcing,1,34,4.0,3,0,0,59,0
40403,Technology,region_23,Master's & above,m,sourcing,1,32,4.0,6,1,0,80,0
40404,Sales & Marketing,region_22,Bachelor's,m,other,3,31,3.0,3,0,0,50,0
40405,Operations,region_23,Bachelor's,m,other,1,31,5.0,3,0,0,55,0
40406,Procurement,region_17,Bachelor's,f,other,1,33,3.0,8,1,0,74,1
40407,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,27,1.0,1,0,0,51,0
40408,Procurement,region_22,Master's & above,m,sourcing,1,44,3.0,10,0,0,72,0
40409,Technology,region_25,Bachelor's,m,sourcing,2,31,2.0,4,0,0,80,0
40410,Procurement,region_22,Bachelor's,m,referred,2,27,1.0,1,0,0,69,0
40411,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,26,5.0,2,0,0,45,0
40412,Operations,region_22,Bachelor's,m,other,2,32,2.0,4,1,0,63,0
40413,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,37,3.0,6,1,0,49,0
40414,Operations,region_22,Bachelor's,m,other,1,28,3.0,4,1,0,60,0
40415,Operations,region_8,Master's & above,m,other,1,34,3.0,2,0,0,62,0
40416,Operations,region_16,Master's & above,m,other,1,44,5.0,5,0,0,70,1
40417,Technology,region_7,Bachelor's,m,other,1,34,3.0,7,0,0,82,0
40418,Sales & Marketing,region_2,Bachelor's,m,other,2,48,5.0,6,0,1,85,1
40419,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,38,5.0,8,0,0,51,0
40420,Sales & Marketing,region_6,Bachelor's,f,other,1,29,4.0,2,0,0,52,0
40421,Technology,region_15,Bachelor's,m,other,2,36,3.0,9,0,0,78,0
40422,Procurement,region_22,Bachelor's,f,other,1,32,5.0,6,1,0,73,0
40423,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,33,5.0,3,0,0,66,1
40424,Technology,region_8,Bachelor's,m,other,2,32,3.0,6,0,0,79,0
40425,Sales & Marketing,region_17,Master's & above,m,sourcing,1,38,2.0,10,0,0,44,0
40426,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,45,3.0,7,0,0,49,0
40427,R&D,region_7,Bachelor's,m,sourcing,1,34,3.0,3,0,0,84,0
40428,Sales & Marketing,region_22,Bachelor's,f,other,1,28,2.0,2,1,0,48,0
40429,Operations,region_29,Bachelor's,m,other,1,33,3.0,4,0,0,60,0
40430,Operations,region_2,Bachelor's,m,sourcing,3,26,1.0,1,1,0,61,0
40431,Technology,region_32,Bachelor's,f,other,1,26,2.0,2,1,0,82,0
40432,Analytics,region_29,Bachelor's,m,sourcing,1,33,3.0,4,1,0,86,0
40433,Technology,region_20,Bachelor's,f,other,1,30,1.0,4,0,0,78,0
40434,Sales & Marketing,region_13,Master's & above,m,sourcing,2,40,3.0,4,0,0,50,0
40435,Operations,region_2,Bachelor's,m,sourcing,1,38,5.0,2,1,0,59,0
40436,Sales & Marketing,region_13,Master's & above,f,other,1,32,4.0,5,0,0,48,0
40437,Sales & Marketing,region_31,Bachelor's,m,other,1,29,2.0,6,0,0,53,0
40438,Sales & Marketing,region_25,Bachelor's,m,sourcing,2,29,2.0,3,1,0,47,0
40439,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,34,4.0,4,0,0,49,0
40440,Sales & Marketing,region_7,Master's & above,m,other,2,35,3.0,7,1,0,46,0
40441,Operations,region_8,Bachelor's,f,other,1,30,3.0,2,0,0,60,0
40442,R&D,region_26,Bachelor's,m,other,1,31,5.0,3,0,0,86,1
40443,Sales & Marketing,region_15,Bachelor's,f,other,2,33,3.0,3,0,0,45,0
40444,HR,region_13,Master's & above,m,other,2,36,5.0,3,1,0,47,0
40445,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3.0,5,1,0,48,0
40446,Operations,region_23,Master's & above,m,sourcing,1,34,3.0,2,1,0,57,0
40447,Operations,region_13,Master's & above,f,sourcing,1,49,1.0,9,0,0,59,0
40448,Analytics,region_29,Bachelor's,m,sourcing,2,31,1.0,4,1,1,90,0
40449,Sales & Marketing,region_15,Bachelor's,m,other,1,40,5.0,7,1,0,43,0
40450,Procurement,region_9,Bachelor's,m,other,1,31,4.0,2,1,0,69,0
40451,Operations,region_2,Bachelor's,f,sourcing,1,48,4.0,10,1,0,57,0
40452,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,26,1.0,2,0,0,48,0
40453,Operations,region_2,Bachelor's,m,other,3,39,3.0,11,1,0,57,0
40454,Analytics,region_22,Bachelor's,f,other,1,30,5.0,5,0,0,85,1
40455,Technology,region_2,Bachelor's,f,sourcing,2,43,5.0,14,1,0,82,0
40456,Sales & Marketing,region_31,Bachelor's,m,other,1,33,5.0,6,0,0,48,0
40457,Analytics,region_4,Master's & above,m,sourcing,1,36,3.0,3,1,0,84,0
40458,Operations,region_15,Bachelor's,m,other,1,37,3.0,10,1,1,94,1
40459,Operations,region_22,Bachelor's,m,other,1,29,3.0,3,0,0,57,0
40460,Operations,region_4,Bachelor's,f,sourcing,1,43,5.0,7,0,0,58,0
40461,Sales & Marketing,region_2,Master's & above,f,other,1,40,5.0,12,0,0,54,0
40462,Operations,region_29,Master's & above,f,other,1,37,2.0,7,0,0,63,0
40463,Analytics,region_22,Bachelor's,f,sourcing,1,29,4.0,3,1,0,87,0
40464,Technology,region_2,Master's & above,m,other,1,57,4.0,13,0,0,81,0
40465,Sales & Marketing,region_20,Bachelor's,m,other,1,35,3.0,10,0,0,56,0
40466,Sales & Marketing,region_2,Master's & above,f,sourcing,1,35,3.0,9,1,0,54,0
40467,Operations,region_20,Bachelor's,m,other,1,33,5.0,10,1,0,59,0
40468,Technology,region_4,Bachelor's,f,sourcing,1,33,3.0,7,0,0,82,0
40469,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,36,2.0,4,0,0,50,0
40470,Procurement,region_23,Master's & above,m,sourcing,1,35,5.0,10,1,0,66,0
40471,Technology,region_2,Bachelor's,m,other,3,33,3.0,4,0,0,82,0
40472,Analytics,region_26,Bachelor's,m,other,2,29,3.0,4,0,0,87,0
